;; Sri Ganeshji : Sri Balaji : Sri Pitreshwarji : Sri Durgaji : Sri Venkateshwara ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;; Section/Object,SDFId of Object,IsPrimary,IsRecursive,HasMstTree,HasValidFunc,HasPrepareFunc,RF Required 1,RF Required 2,Is OR Test,HasSplitFunc,HasIsEmptyFunc,ObjNameRF,Natural Language Accessible,NatLangAliases,HasViews,UseFastCaching,Can Regenerate,GetPvtFuncs,HasMsgPrepareFunc,Section Close,,,,,,,,,,,,,,,,COMMENTS (must start with //)
;; FLD Name, Type,Level, RF Name, TDL Name, Default Value, Repeated, Object Name,MST OBJ Name, IsUnique, UniqueRF for Aggr / BaseDate For DateRange, SchemaInEditModeOnly,IsInherited,IsCacheRequired/Property of Object,SourceCollection,IsSysNameIsString,Required For Remoting,NatLang Accessible,NatLang Aliases,FromDateParmApplicable,ToDateParmApplicable,ValMethodParmApplicable,ScenarioParmApplicable,ObjIdentiferParm,View,IsConsumable,Read/Write,IsInitiallyGathered,IsEncrypted,IsExportable,RFSrcType,RFSrcTdlExp,RegeneratesObj,DependencyType,Is Status Type,Dependency,COMMENTS(muststartwith//)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLD_LAST_NUMBER,LONG,,RF_LAST_NUMBER,NULL,NULL,FALSE,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[VCHTYPE_SENDRECV:AllVchTypeSendRecv,,FALSE,FALSE,FALSE,FALSE,FALSE,RF_NAME,,,,,,,,,,,,,],,,,,,,,,,,,,,,,
FLD_VCHTYPE_NAME,MSTID,,RF_NAME,Name,NULL,FALSE,NULL,OBJ_VCHTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLD_VCHTYPE_SEND_DATA,BOOL,,RF_SEND_DATA,SendData,TV_FALSE,FALSE,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLD_VCHTYPE_RECV_DATA,BOOL,,RF_RECV_DATA,RecvData,TV_FALSE,FALSE,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[VCHTYPE_SOURCEID:AllVchTypeSourceID,,FALSE,FALSE,FALSE,FALSE,FALSE,RF_NAME,,,,,,,,,,,,,],,,,,,,,,,,,,,,,
FLD_VCHTYPE_NAME,MSTID,,RF_NAME,Name,NULL,FALSE,NULL,OBJ_VCHTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLD_VCHTYPE_SOURCE_LAST_TID, LONG,, RF_SOURCE_TID,VchType SourceTID,NULL, FALSE, NULL,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,//  last TID from this source
FLD_VCHTYPE_SOURCE_LAST_ALTID, LONG,, RF_SOURCE_ALTID,VchType SourceAltID, NULL, FALSE, NULL,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,//  last TID from this source
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[VCHTYPE_LASTSENTID:AllVchTypeLastSentID,,FALSE,FALSE,FALSE,FALSE,FALSE,RF_NAME,,,,,,,,,,,,,],,,,,,,,,,,,,,,,
FLD_VCHTYPE_NAME,MSTID,,RF_NAME,Name,NULL,FALSE,NULL,OBJ_VCHTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLD_VCHTYPE_LAST_SENT_TID,LONG,,RF_LAST_SENT_TID,VchTypeLastSentTID,NULL,FALSE,NULL,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
FLD_VCHTYPE_LAST_SENT_ALTID, LONG,,RF_LAST_SENT_ALTID,VchTypeLastSentAltID,NULL,FALSE,NULL,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[SYNC_ALLOW_DISALLOW:SyncAllowDisallow,,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,,,,,,,,,,,,,],,,,,,,,,,,,,,,,
FLD_VCHTYPES_SYSNAME,SYSID,,RF_SYSNAME,SysName,NULL,FALSE,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLD_VCHTYPE_NAME,MSTID,,RF_NAME,Name,NULL,FALSE,NULL,OBJ_VCHTYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
